From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
D7PLB7	D7PLB7	unreviewed	D7PLB7_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLQ1	D7PLQ1	unreviewed	D7PLQ1_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLP2	D7PLP2	unreviewed	D7PLP2_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
D7PLB5	D7PLB5	unreviewed	D7PLB5_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q1EH42	Q1EH42	unreviewed	Q1EH42_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q1EH39	Q1EH39	unreviewed	Q1EH39_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	107	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q1WEH9	Q1WEH9	unreviewed	Q1WEH9_9VIRU	Nonstructural protein 4	NSP4	Rotavirus G9	107		extracellular region [GO:0005576]	extracellular region [GO:0005576]; metal ion binding [GO:0046872]; toxin activity [GO:0090729]	metal ion binding [GO:0046872]; toxin activity [GO:0090729]	GO:0005576; GO:0046872; GO:0090729			
H9B8X7	H9B8X7	unreviewed	H9B8X7_EBVG	EBNA1 protein	BKRF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	104	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0045893			
A0A0C7T6W1	A0A0C7T6W1	unreviewed	A0A0C7T6W1_EBVG	RPMS1	RPMS1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	103								
E2E7W0	E2E7W0	unreviewed	E2E7W0_EBVG	EBNA-1 protein		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	102	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0045893			
E2E7Q8	E2E7Q8	unreviewed	E2E7Q8_EBVG	EBNA-1 protein		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	102	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0045893			
E2E7S5	E2E7S5	unreviewed	E2E7S5_EBVG	EBNA-1 protein		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	102	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0045893			
Q1EGY8	Q1EGY8	unreviewed	Q1EGY8_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	102	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
E2E7X2	E2E7X2	unreviewed	E2E7X2_EBVG	EBNA-1 protein		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	102	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0045893			
E2E7X3	E2E7X3	unreviewed	E2E7X3_EBVG	EBNA-1 protein		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	101	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0045893			
E2E7U4	E2E7U4	unreviewed	E2E7U4_EBVG	EBNA-1 protein		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	101	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0042025; GO:0045893			
A0A0S2YR54	A0A0S2YR54	unreviewed	A0A0S2YR54_EBVG	BNLF2B protein	BNLF2b	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	101								
E2E7U3	E2E7U3	unreviewed	E2E7U3_EBVG	EBNA-1 protein		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	101	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0042025; GO:0045893			
O97416	O97416	unreviewed	O97416_ANOGA	CE5 protein	cE5	Anopheles gambiae (African malaria mosquito)	101								
A0A0C7TII7	A0A0C7TII7	unreviewed	A0A0C7TII7_EBVG	BNLF2b	BNLF2b	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	98								
A0A0C7T2A6	A0A0C7T2A6	unreviewed	A0A0C7T2A6_EBVG	BNLF2b	BNLF2b	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	98								
A0A0B6VHH4	A0A0B6VHH4	unreviewed	A0A0B6VHH4_EBVG	Apoptosis regulator BHRF1	BHRF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	98	regulation of apoptotic process [GO:0042981]	membrane [GO:0016020]	membrane [GO:0016020]; regulation of apoptotic process [GO:0042981]		GO:0016020; GO:0042981			
A0A0C7SX26	A0A0C7SX26	unreviewed	A0A0C7SX26_EBVG	BNLF2b	BNLF2b	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	98								
A0A0C7TS85	A0A0C7TS85	unreviewed	A0A0C7TS85_EBVG	BNLF2b	BNLF2b	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	98								
B3SRR8	B3SRR8	reviewed	NSP6_ROTH7	Non-structural protein 6 (NSP6)		Rotavirus A (isolate RVA/Human/United Kingdom/A64/1987/G10P11[14]) (RV-A)	98		host cell mitochondrion [GO:0033650]	host cell mitochondrion [GO:0033650]		GO:0033650			
E2E7X1	E2E7X1	unreviewed	E2E7X1_EBVG	EBNA-1 protein		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	97	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0042025; GO:0045893			
D7PL94	D7PL94	unreviewed	D7PL94_EBVG	Latent membrane protein 1 (Protein p63)		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	97	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q1EH51	Q1EH51	unreviewed	Q1EH51_EBVG	Latent membrane protein 1 (Protein p63)	LMP1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	97	induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]	host cell plasma membrane [GO:0020002]; plasma membrane [GO:0005886]; induction by virus of host NF-kappaB cascade [GO:0039652]; suppression by virus of host JAK-STAT cascade via inhibition of host TYK2 activity [GO:0039574]; suppression by virus of host type I interferon-mediated signaling pathway [GO:0039502]; transformation of host cell by virus [GO:0019087]		GO:0005886; GO:0019087; GO:0020002; GO:0039502; GO:0039574; GO:0039652			
Q9Q6Y3	Q9Q6Y3	unreviewed	Q9Q6Y3_EBVG	EBNA-1 protein variant P-ala''	EBNA-1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	96	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0042025; GO:0045893			
