From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
PF3D7_0821500	Q8IB49	unreviewed	Q8IB49_PLAF7	Ribosomal RNA small subunit methyltransferase NEP1, putative (EC 2.1.1.260)	PF3D7_0821500	Plasmodium falciparum (isolate 3D7)	279	ribosome biogenesis [GO:0042254]; rRNA base methylation [GO:0070475]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; rRNA (pseudouridine) methyltransferase activity [GO:0070037]; rRNA binding [GO:0019843]; ribosome biogenesis [GO:0042254]; rRNA base methylation [GO:0070475]	rRNA (pseudouridine) methyltransferase activity [GO:0070037]; rRNA binding [GO:0019843]	GO:0005730; GO:0019843; GO:0032040; GO:0042254; GO:0070037; GO:0070475			
PF3D7_0907700	Q8I374	unreviewed	Q8I374_PLAF7	Proteasome activator 28 subunit beta, putative	PF3D7_0907700	Plasmodium falciparum (isolate 3D7)	279	positive regulation of endopeptidase activity [GO:0010950]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of proteasomal protein catabolic process [GO:0061136]	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; proteasome activator complex [GO:0008537]	cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; proteasome activator complex [GO:0008537]; endopeptidase activator activity [GO:0061133]; positive regulation of endopeptidase activity [GO:0010950]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of proteasomal protein catabolic process [GO:0061136]	endopeptidase activator activity [GO:0061133]	GO:0005654; GO:0005737; GO:0008537; GO:0010950; GO:0061133; GO:0061136; GO:2000045			
PF3D7_1204500	Q8I600	unreviewed	Q8I600_PLAF7	Formin 2	PF3D7_1204500	Plasmodium falciparum (isolate 3D7)	279								
PF3D7_1305800	Q8IEQ7	unreviewed	Q8IEQ7_PLAF7	GRIP domain-containing protein	PF3D7_1305800	Plasmodium falciparum (isolate 3D7)	279								
PF3D7_0611200	C6KSV7	unreviewed	C6KSV7_PLAF7	AP2 domain transcription factor, putative	PF3D7_0611200	Plasmodium falciparum (isolate 3D7)	278		nucleus [GO:0005634]	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005634			
PF3D7_0808400	C0H4T1	unreviewed	C0H4T1_PLAF7	Coatomer subunit epsilon, putative	PF3D7_0808400	Plasmodium falciparum (isolate 3D7)	278	endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	COPI vesicle coat [GO:0030126]	COPI vesicle coat [GO:0030126]; structural molecule activity [GO:0005198]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	structural molecule activity [GO:0005198]	GO:0005198; GO:0006888; GO:0006890; GO:0006891; GO:0030126			
PF3D7_1001300	Q8IK23	unreviewed	Q8IK23_PLAF7	PRESAN domain-containing protein	PF3D7_1001300	Plasmodium falciparum (isolate 3D7)	278	fatty acid metabolic process [GO:0006631]	host cell cytosol [GO:0044164]; membrane [GO:0016020]	host cell cytosol [GO:0044164]; membrane [GO:0016020]; fatty-acyl-CoA binding [GO:0000062]; fatty acid metabolic process [GO:0006631]	fatty-acyl-CoA binding [GO:0000062]	GO:0000062; GO:0006631; GO:0016020; GO:0044164			
PF3D7_1030400	Q8IJA1	unreviewed	Q8IJA1_PLAF7	Protein kinase	PF3D7_1030400	Plasmodium falciparum (isolate 3D7)	278								
PF3D7_1112500	Q8IIN8	unreviewed	Q8IIN8_PLAF7	RNA transcription, translation and transport factor protein, putative	PF3D7_1112500	Plasmodium falciparum (isolate 3D7)	278								
PF3D7_1213200	Q8I5S3	unreviewed	Q8I5S3_PLAF7	Mediator of RNA polymerase II transcription subunit 18, putative	PF3D7_1213200	Plasmodium falciparum (isolate 3D7)	278								
PF3D7_1340100	A0A5K1K8M9	unreviewed	A0A5K1K8M9_PLAF7	Exosome complex component RRP42, putative	PF3D7_1340100	Plasmodium falciparum (isolate 3D7)	278								
PF3D7_1345500	Q8IDP1	unreviewed	Q8IDP1_PLAF7	Ubiquitin-conjugating enzyme E2 (EC 6.3.2.19)	PF3D7_1345500	Plasmodium falciparum (isolate 3D7)	278	protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of cell cycle process [GO:0010564]; ubiquitin-dependent ERAD pathway [GO:0030433]	apicoplast [GO:0020011]; membrane [GO:0016020]; nucleus [GO:0005634]	apicoplast [GO:0020011]; membrane [GO:0016020]; nucleus [GO:0005634]; ligase activity [GO:0016874]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of cell cycle process [GO:0010564]; ubiquitin-dependent ERAD pathway [GO:0030433]	ligase activity [GO:0016874]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]	GO:0000209; GO:0004842; GO:0005634; GO:0010564; GO:0016020; GO:0016567; GO:0016874; GO:0020011; GO:0030433; GO:0061631			
PF3D7_1465000	Q8IKI8	unreviewed	Q8IKI8_PLAF7	Cytochrome c oxidase subunit ApiCOX25, putative	PF3D7_1465000	Plasmodium falciparum (isolate 3D7)	278		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0104500	Q8I294	unreviewed	Q8I294_PLAF7	Exported protein	PF3D7_0104500	Plasmodium falciparum (isolate 3D7)	277								
PF3D7_0315900	O97274	unreviewed	O97274_PLAF7	Uncharacterized protein	PF3D7_0315900	Plasmodium falciparum (isolate 3D7)	277								
PF3D7_0419100	Q8I1P6	unreviewed	Q8I1P6_PLAF7	RAP protein	PF3D7_0419100	Plasmodium falciparum (isolate 3D7)	277								
PF3D7_0819600	Q8IB31	unreviewed	Q8IB31_PLAF7	Ubiquitin-like domain-containing protein	PF3D7_0819600	Plasmodium falciparum (isolate 3D7)	277								
PF3D7_1347600	C0H5H7	unreviewed	C0H5H7_PLAF7	Uncharacterized protein	PF3D7_1347600	Plasmodium falciparum (isolate 3D7)	277		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1438600	Q8IL82	unreviewed	Q8IL82_PLAF7	DNA-binding protein	PF3D7_1438600	Plasmodium falciparum (isolate 3D7)	277	protein insertion into ER membrane [GO:0045048]	cytosol [GO:0005829]	cytosol [GO:0005829]; protein insertion into ER membrane [GO:0045048]		GO:0005829; GO:0045048			
PF3D7_0102700	Q8I2B3	unreviewed	Q8I2B3_PLAF7	Merozoite-associated tryptophan-rich antigen	PF3D7_0102700	Plasmodium falciparum (isolate 3D7)	276								
PF3D7_0204200	Q8I665	unreviewed	Q8I665_PLAF7	PRESAN domain-containing protein	PF3D7_0204200	Plasmodium falciparum (isolate 3D7)	276	post-translational protein targeting to membrane, translocation [GO:0031204]	Sec62/Sec63 complex [GO:0031207]	Sec62/Sec63 complex [GO:0031207]; post-translational protein targeting to membrane, translocation [GO:0031204]		GO:0031204; GO:0031207			
PF3D7_0826600	Q8IB99	unreviewed	Q8IB99_PLAF7	SNARE protein, putative	PF3D7_0826600	Plasmodium falciparum (isolate 3D7)	276	intracellular protein transport [GO:0006886]	membrane [GO:0016020]	membrane [GO:0016020]; intracellular protein transport [GO:0006886]		GO:0006886; GO:0016020			
PF3D7_0911800	Q8I334	unreviewed	Q8I334_PLAF7	SURF1-like protein	PF3D7_0911800	Plasmodium falciparum (isolate 3D7)	276		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0913200	Q8I320	unreviewed	Q8I320_PLAF7	Elongation factor 1-beta	PF3D7_0913200	Plasmodium falciparum (isolate 3D7)	276	translational elongation [GO:0006414]	cytosol [GO:0005829]	cytosol [GO:0005829]; guanyl-nucleotide exchange factor activity [GO:0005085]; translation elongation factor activity [GO:0003746]; translational elongation [GO:0006414]	guanyl-nucleotide exchange factor activity [GO:0005085]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0005085; GO:0005829; GO:0006414			
PF3D7_1001900	Q8IK17	unreviewed	Q8IK17_PLAF7	Pv-fam-d protein	PF3D7_1001900	Plasmodium falciparum (isolate 3D7)	276		Maurer's cleft [GO:0020036]; membrane [GO:0016020]	Maurer's cleft [GO:0020036]; membrane [GO:0016020]		GO:0016020; GO:0020036			
PF3D7_0107900	Q8I262	unreviewed	Q8I262_PLAF7	S1 motif domain-containing protein	PF3D7_0107900	Plasmodium falciparum (isolate 3D7)	275								
PF3D7_0209200	O96177	unreviewed	O96177_PLAF7	Exosome complex component MTR3, putative (EC 3.1.16.1)	PF3D7_0209200	Plasmodium falciparum (isolate 3D7)	275	nuclear mRNA surveillance [GO:0071028]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; rRNA catabolic process [GO:0016075]; U4 snRNA 3'-end processing [GO:0034475]	cytoplasmic exosome (RNase complex) [GO:0000177]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]	cytoplasmic exosome (RNase complex) [GO:0000177]; nuclear exosome (RNase complex) [GO:0000176]; nucleolus [GO:0005730]; hydrolase activity [GO:0016787]; nuclear mRNA surveillance [GO:0071028]; nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5' [GO:0034427]; polyadenylation-dependent snoRNA 3'-end processing [GO:0071051]; rRNA catabolic process [GO:0016075]; U4 snRNA 3'-end processing [GO:0034475]	hydrolase activity [GO:0016787]	GO:0000176; GO:0000177; GO:0005730; GO:0016075; GO:0016787; GO:0034427; GO:0034475; GO:0071028; GO:0071051			
PF3D7_0314000	C0H473	unreviewed	C0H473_PLAF7	HSP20-like chaperone, putative	PF3D7_0314000	Plasmodium falciparum (isolate 3D7)	275	chaperone-mediated protein complex assembly [GO:0051131]; negative regulation of ATP-dependent activity [GO:0032780]; protein folding [GO:0006457]	cytosol [GO:0005829]; nucleus [GO:0005634]	cytosol [GO:0005829]; nucleus [GO:0005634]; chaperone binding [GO:0051087]; Hsp90 protein binding [GO:0051879]; chaperone-mediated protein complex assembly [GO:0051131]; negative regulation of ATP-dependent activity [GO:0032780]; protein folding [GO:0006457]	chaperone binding [GO:0051087]; Hsp90 protein binding [GO:0051879]	GO:0005634; GO:0005829; GO:0006457; GO:0032780; GO:0051087; GO:0051131; GO:0051879			
PF3D7_0414900	C0H4A5	unreviewed	C0H4A5_PLAF7	Armadillo-domain containing rhoptry protein	PF3D7_0414900	Plasmodium falciparum (isolate 3D7)	275		rhoptry [GO:0020008]	rhoptry [GO:0020008]		GO:0020008			
PF3D7_0417000	Q8I1R8	unreviewed	Q8I1R8_PLAF7	TGF_BETA_2 domain-containing protein	PF3D7_0417000	Plasmodium falciparum (isolate 3D7)	275								
PF3D7_0504500	Q8I456	unreviewed	Q8I456_PLAF7	MOLO1 domain-containing protein, putative	PF3D7_0504500	Plasmodium falciparum (isolate 3D7)	275		acetylcholine-gated channel complex [GO:0005892]	acetylcholine-gated channel complex [GO:0005892]		GO:0005892			
PF3D7_0816900	Q8IB06	reviewed	KAD2_PLAF7	Adenylate kinase 2 (PfAK2) (EC 2.7.4.3)	AK2 PF3D7_0816900	Plasmodium falciparum (isolate 3D7)	275	phosphorylation [GO:0016310]	cytoplasm [GO:0005737]; membrane [GO:0016020]; mitochondrion [GO:0005739]; symbiont-containing vacuole membrane [GO:0020005]	cytoplasm [GO:0005737]; membrane [GO:0016020]; mitochondrion [GO:0005739]; symbiont-containing vacuole membrane [GO:0020005]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; phosphorylation [GO:0016310]	adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]	GO:0004017; GO:0005524; GO:0005737; GO:0005739; GO:0016020; GO:0016310; GO:0020005			
PF3D7_1022700	Q8IJH8	unreviewed	Q8IJH8_PLAF7	Phospholipid scramblase	PF3D7_1022700	Plasmodium falciparum (isolate 3D7)	275	plasma membrane phospholipid scrambling [GO:0017121]	plasma membrane [GO:0005886]	plasma membrane [GO:0005886]; phospholipid scramblase activity [GO:0017128]; plasma membrane phospholipid scrambling [GO:0017121]	phospholipid scramblase activity [GO:0017128]	GO:0005886; GO:0017121; GO:0017128			
PF3D7_1339300	A0A5K1K8I2	unreviewed	A0A5K1K8I2_PLAF7	TPR_REGION domain-containing protein	PF3D7_1339300	Plasmodium falciparum (isolate 3D7)	275								
PF3D7_1372200	C0H5M9	unreviewed	C0H5M9_PLAF7	Histidine-rich protein III	PF3D7_1372200	Plasmodium falciparum (isolate 3D7)	275		food vacuole [GO:0020020]	food vacuole [GO:0020020]		GO:0020020			
PF3D7_1453700	Q8IKU1	unreviewed	Q8IKU1_PLAF7	HSP90 co-chaperone p23	PF3D7_1453700	Plasmodium falciparum (isolate 3D7)	275	chaperone-mediated protein complex assembly [GO:0051131]; protein folding [GO:0006457]	cytosol [GO:0005829]; nucleus [GO:0005634]	cytosol [GO:0005829]; nucleus [GO:0005634]; chaperone binding [GO:0051087]; Hsp90 protein binding [GO:0051879]; chaperone-mediated protein complex assembly [GO:0051131]; protein folding [GO:0006457]	chaperone binding [GO:0051087]; Hsp90 protein binding [GO:0051879]	GO:0005634; GO:0005829; GO:0006457; GO:0051087; GO:0051131; GO:0051879			
PF3D7_0522300	C0H4F7	unreviewed	C0H4F7_PLAF7	18S rRNA (Guanine-N(7))-methyltransferase, putative	PF3D7_0522300	Plasmodium falciparum (isolate 3D7)	274	rRNA (guanine-N7)-methylation [GO:0070476]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; rRNA (guanine) methyltransferase activity [GO:0016435]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; rRNA (guanine-N7)-methylation [GO:0070476]	rRNA (guanine) methyltransferase activity [GO:0016435]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]	GO:0005730; GO:0005737; GO:0008757; GO:0016435; GO:0070476			
PF3D7_0618600	C6KT26	unreviewed	C6KT26_PLAF7	Rhomboid protease ROM10 (EC 3.4.21.105)	PF3D7_0618600	Plasmodium falciparum (isolate 3D7)	274	signal peptide processing [GO:0006465]	membrane [GO:0016020]	membrane [GO:0016020]; peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; signal peptide processing [GO:0006465]	peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006465; GO:0008233; GO:0016020			
PF3D7_1009000	Q8IJV5	unreviewed	Q8IJV5_PLAF7	diphthine methyl ester synthase (EC 2.1.1.314)	PF3D7_1009000	Plasmodium falciparum (isolate 3D7)	274	methylation [GO:0032259]; peptidyl-diphthamide biosynthetic process from peptidyl-histidine [GO:0017183]		diphthine synthase activity [GO:0004164]; methylation [GO:0032259]; peptidyl-diphthamide biosynthetic process from peptidyl-histidine [GO:0017183]	diphthine synthase activity [GO:0004164]	GO:0004164; GO:0017183; GO:0032259			
PF3D7_1028200	Q8IJC2	unreviewed	Q8IJC2_PLAF7	RING zinc finger protein, putative	PF3D7_1028200	Plasmodium falciparum (isolate 3D7)	274		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1304700	Q76NM8	unreviewed	Q76NM8_PLAF7	Cyclin	PF3D7_1304700	Plasmodium falciparum (isolate 3D7)	274	regulation of cell cycle [GO:0051726]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]; regulation of transcription by RNA polymerase II [GO:0006357]	nucleus [GO:0005634]	nucleus [GO:0005634]; cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; regulation of cell cycle [GO:0051726]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]; regulation of transcription by RNA polymerase II [GO:0006357]	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]	GO:0000079; GO:0005634; GO:0006357; GO:0016538; GO:0051726			
PF3D7_1344500	A0A5K1K8P1	unreviewed	A0A5K1K8P1_PLAF7	U6 snRNA phosphodiesterase 1 (3'-5' RNA exonuclease USB1)	PF3D7_1344500	Plasmodium falciparum (isolate 3D7)	274	U6 snRNA 3'-end processing [GO:0034477]	nucleus [GO:0005634]	nucleus [GO:0005634]; lyase activity [GO:0016829]; nuclease activity [GO:0004518]; U6 snRNA 3'-end processing [GO:0034477]	lyase activity [GO:0016829]; nuclease activity [GO:0004518]	GO:0004518; GO:0005634; GO:0016829; GO:0034477			
PF3D7_1361900	P61074	reviewed	PCNA1_PLAF7	Proliferating cell nuclear antigen 1 (PfPCNA1)	PCNA1 PCNA PF13_0328 PF3D7_1361900	Plasmodium falciparum (isolate 3D7)	274	leading strand elongation [GO:0006272]; mismatch repair [GO:0006298]; positive regulation of DNA repair [GO:0045739]; regulation of DNA replication [GO:0006275]; translesion synthesis [GO:0019985]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; PCNA complex [GO:0043626]	chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; PCNA complex [GO:0043626]; DNA binding [GO:0003677]; DNA polymerase processivity factor activity [GO:0030337]; leading strand elongation [GO:0006272]; mismatch repair [GO:0006298]; positive regulation of DNA repair [GO:0045739]; regulation of DNA replication [GO:0006275]; translesion synthesis [GO:0019985]	DNA binding [GO:0003677]; DNA polymerase processivity factor activity [GO:0030337]	GO:0003677; GO:0005634; GO:0005694; GO:0005737; GO:0006272; GO:0006275; GO:0006298; GO:0019985; GO:0030337; GO:0043626; GO:0045739	DEVELOPMENTAL STAGE: Expressed during the asexual blood stage, specifically during the trophozoite and schizont stages (at protein level). {ECO:0000269|PubMed:18554328, ECO:0000269|PubMed:19633266, ECO:0000269|PubMed:26251451}.	INDUCTION: Induced by DNA damage (at protein level). {ECO:0000269|PubMed:26251451}.	
PF3D7_1443700	Q8IL34	unreviewed	Q8IL34_PLAF7	Dephospho-CoA kinase, putative (EC 2.7.1.24)	PF3D7_1443700	Plasmodium falciparum (isolate 3D7)	274	coenzyme A biosynthetic process [GO:0015937]; phosphorylation [GO:0016310]	membrane [GO:0016020]	membrane [GO:0016020]; ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140]; coenzyme A biosynthetic process [GO:0015937]; phosphorylation [GO:0016310]	ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140]	GO:0004140; GO:0005524; GO:0015937; GO:0016020; GO:0016310			
PF3D7_0312900	O77342	unreviewed	O77342_PLAF7	Homeobox-containing protein	PF3D7_0312900	Plasmodium falciparum (isolate 3D7)	273								
PF3D7_0718800	C0H4N6	unreviewed	C0H4N6_PLAF7	FSH1 domain-containing protein	PF3D7_0718800	Plasmodium falciparum (isolate 3D7)	273		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0927800	Q8I2N1	unreviewed	Q8I2N1_PLAF7	Cytochrome c oxidase subunit 5B, putative (EC 1.9.3.1)	PF3D7_0927800	Plasmodium falciparum (isolate 3D7)	273	mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]	mitochondrial respiratory chain complex IV [GO:0005751]	mitochondrial respiratory chain complex IV [GO:0005751]; oxidoreductase activity [GO:0016491]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]	oxidoreductase activity [GO:0016491]	GO:0005751; GO:0006123; GO:0016491			
PF3D7_1132300	Q8II42	unreviewed	Q8II42_PLAF7	Nucleic acid binding protein, putative	PF3D7_1132300	Plasmodium falciparum (isolate 3D7)	273		nucleus [GO:0005634]	nucleus [GO:0005634]; nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]	GO:0003676; GO:0005634			
PF3D7_1223700	Q8I5I0	unreviewed	Q8I5I0_PLAF7	Vacuolar iron transporter	PF3D7_1223700	Plasmodium falciparum (isolate 3D7)	273	cellular manganese ion homeostasis [GO:0030026]; intracellular sequestering of iron ion [GO:0006880]	membrane [GO:0016020]	membrane [GO:0016020]; iron ion transmembrane transporter activity [GO:0005381]; manganese ion transmembrane transporter activity [GO:0005384]; cellular manganese ion homeostasis [GO:0030026]; intracellular sequestering of iron ion [GO:0006880]	iron ion transmembrane transporter activity [GO:0005381]; manganese ion transmembrane transporter activity [GO:0005384]	GO:0005381; GO:0005384; GO:0006880; GO:0016020; GO:0030026			
